gene	p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
mikado.WCK01-AAH20201022-F8-rsc00161G237	0.359077117	0.542173913	0.33752495	0.304	0.22	1
IMMT	0.359077117	0.542173913	0.33752495	0.304	0.22	1
SLC37A1	0.359103702	0.46	-0.573602639	0.196	0.26	1
STRBP	0.360194517	0.456304348	-0.386058432	0.261	0.34	1
EP300	0.360387217	0.45826087	-0.47045062	0.217	0.3	1
KIAA1109	0.362804337	0.542391304	0.314941665	0.326	0.24	1
TAF1B	0.362804337	0.542391304	0.314941665	0.326	0.24	1
COG5	0.363346999	0.455217391	-0.270020836	0.283	0.38	1
HNRNPL	0.363373311	0.540869565	0.553253641	0.283	0.22	1
TGFB2	0.363716247	0.455	0.511803198	0.283	0.38	1
ACIN1	0.364329285	0.454782609	-0.270020836	0.304	0.4	1
GSPT1	0.364887528	0.452826087	-0.448273829	0.391	0.44	1
INTS6	0.365328278	0.545217391	0.750537614	0.391	0.32	1
MBOAT1	0.365395875	0.547391304	0.289113298	0.457	0.38	1
NOC3L	0.36542378	0.544782609	0.33893452	0.391	0.3	1
Slc2a3	0.365748603	0.455	-0.510737916	0.304	0.38	1
ZMYND11	0.365764803	0.452173913	-0.275634443	0.413	0.5	1
CMSS1	0.365813104	0.549565217	0.277337944	0.587	0.52	1
mikado.WCK01-AAH20201022-F8-rsc00076G87	0.366672667	0.54	0.325613142	0.283	0.2	1
PRKN	0.366983993	0.538695652	0.250062109	0.261	0.18	1
VPS13A	0.368217882	0.448913043	-0.264827688	0.717	0.72	1
ACAP2	0.368985254	0.546304348	0.363963315	0.457	0.38	1
HSP90AA1	0.369064639	0.454347826	-0.388046985	0.304	0.4	1
SF3B3	0.369123031	0.458695652	-0.333737397	0.217	0.3	1
CCDC186	0.369123031	0.458695652	-0.333737397	0.217	0.3	1
TASOR2	0.369331065	0.456304348	-0.469829972	0.283	0.36	1
ZFHX3	0.369341659	0.546956522	0.283792966	0.478	0.38	1
RPS8	0.371626755	0.453913043	-0.335651209	0.391	0.46	1
ASAP1	0.372761274	0.448695652	-0.281687113	0.696	0.76	1
mikado.WCK01-AAH20201022-F8-rsc00916G2	0.37321588	0.455434783	-0.304727354	0.304	0.4	1
ADD1	0.373267299	0.545217391	0.330086618	0.435	0.36	1
MTMR12	0.373368419	0.543478261	0.531720479	0.348	0.3	1
CNOT2	0.373905932	0.452608696	-0.341036918	0.435	0.5	1
HIRA	0.374581901	0.457826087	-0.350156386	0.261	0.34	1
mikado.WCK01-AAH20201022-F8-rsc00138G132	0.376312597	0.537826087	0.266514975	0.261	0.18	1
ILKAP	0.376312597	0.537826087	0.266514975	0.261	0.18	1
ZNF512	0.376312597	0.537826087	0.266514975	0.261	0.18	1
POLR1D	0.376365267	0.459782609	-0.308549065	0.217	0.3	1
ABHD17A	0.377640203	0.545	0.252932002	0.413	0.34	1
WWTR1	0.377701975	0.455	-0.289096702	0.326	0.42	1
FGF23	0.379814927	0.461521739	-1.069722186	0.196	0.26	1
ESYT2	0.38061608	0.542826087	0.281449026	0.37	0.28	1
NUDT4;NUDT4B	0.382707668	0.461956522	-0.506488443	0.196	0.26	1
RPS14	0.383440467	0.538478261	0.257797757	0.283	0.2	1
REEP3	0.387410518	0.455	-0.450661409	0.348	0.44	1
DDX19B	0.391684971	0.538478261	0.553253641	0.283	0.22	1
PDPK1	0.391684971	0.538478261	0.618545101	0.283	0.22	1
OSBPL10	0.391827784	0.544782609	0.283792966	0.457	0.38	1
TIMP1	0.391998352	0.538695652	0.636309381	0.283	0.22	1
PTMA	0.39224132	0.459565217	-0.308549065	0.239	0.32	1
SH3D19	0.39288831	0.537826087	0.250062109	0.283	0.2	1
FLNA	0.393051751	0.540434783	0.418952549	0.326	0.26	1
ARHGAP42	0.394264046	0.540434783	0.461331152	0.326	0.26	1
SENP6	0.394670598	0.453043478	-0.340610274	0.522	0.58	1
SIPA1L1	0.39749663	0.46	-0.47045062	0.261	0.32	1
ZNF608	0.398067687	0.459565217	-0.362914768	0.261	0.34	1
FHOD3	0.399142056	0.539565217	0.373274975	0.326	0.24	1
mikado.WCK01-AAH20201022-F8-rsc00190G767	0.399810299	0.462173913	-0.471240921	0.217	0.28	1
APLP2	0.401275964	0.455869565	-0.330916878	0.413	0.48	1
KHDRBS1	0.403763831	0.457391304	-0.304727354	0.37	0.44	1
PLEKHA1	0.407236083	0.463913043	-0.436099115	0.196	0.26	1
CAPN2	0.407236083	0.463913043	-0.436099115	0.196	0.26	1
HIPK1	0.411571654	0.538695652	0.38332864	0.326	0.26	1
CUL2	0.411571654	0.538695652	0.38332864	0.326	0.26	1
NUP214	0.411571654	0.538695652	0.38332864	0.326	0.26	1
PLXNA2	0.412842172	0.456521739	-0.533615621	0.413	0.46	1
XPO7	0.414959603	0.462391304	-0.439793598	0.239	0.3	1
RBBP8	0.415628205	0.54173913	0.300866479	0.413	0.34	1
YAP1	0.416001577	0.454565217	-0.264218399	0.543	0.62	1
GANAB	0.419042355	0.461521739	-0.265764199	0.261	0.34	1
PPIG	0.419042355	0.461521739	-0.265764199	0.261	0.34	1
NARS2	0.419767348	0.464782609	-0.404126725	0.196	0.26	1
LAMC1	0.419767348	0.464782609	-0.404126725	0.196	0.26	1
FARS2	0.420254147	0.542391304	0.294791965	0.478	0.42	1
SPG11	0.420680598	0.460217391	-0.287363735	0.304	0.38	1
HIVEP1	0.421318509	0.536086957	0.484866666	0.283	0.22	1
RHEB	0.423807661	0.536956522	0.38332864	0.304	0.24	1
UBE3A	0.424015992	0.457826087	-0.275634443	0.435	0.48	1
RALB	0.424504796	0.534782609	0.430634354	0.261	0.2	1
DCP1A	0.427359988	0.460869565	-0.394278939	0.304	0.36	1
mikado.WCK01-AAH20201022-F8-rsc00167G493	0.42818658	0.535652174	0.397403825	0.283	0.22	1
PABPC4	0.428418765	0.462608696	-0.411556931	0.261	0.32	1
EIF4B	0.428666917	0.46	-0.42202393	0.348	0.4	1
RPL13A	0.429436398	0.54	0.373274975	0.391	0.34	1
TMEM165	0.431410898	0.534347826	0.413075983	0.261	0.2	1
UGCG	0.431681113	0.455217391	-0.530256609	0.587	0.66	1
CCSER1	0.432743735	0.455434783	-0.372168238	0.587	0.62	1
STARD13	0.433695057	0.463695652	-0.569365646	0.239	0.3	1
SIK3	0.436846739	0.456956522	-0.300197696	0.543	0.62	1
RAB6A	0.441226639	0.536956522	0.305326128	0.348	0.28	1
PPP1CC	0.441226639	0.536956522	0.305326128	0.348	0.28	1
ZNF207	0.442316406	0.539565217	0.314381286	0.435	0.38	1
SMIM10L1	0.442742174	0.466521739	-0.471240921	0.196	0.26	1
ACER3	0.442892801	0.543478261	0.275308769	0.761	0.82	1
RAF1	0.443077308	0.537608696	0.288691765	0.37	0.3	1
ITM2B	0.444713439	0.464782609	-0.501194143	0.239	0.3	1
NCOA1	0.444713439	0.464782609	-0.375663261	0.239	0.3	1
S100A6	0.445545444	0.457173913	-0.381841836	0.609	0.6	1
URB1	0.445895568	0.535869565	0.314941665	0.326	0.26	1
PTPN2	0.446534226	0.539565217	0.252932002	0.5	0.44	1
ABCE1	0.449209829	0.460434783	-0.388402373	0.413	0.46	1
TNKS2	0.449616654	0.534782609	0.325613142	0.304	0.24	1
CCDC66	0.449616654	0.534782609	0.325613142	0.304	0.24	1
CREB1	0.449616654	0.534782609	0.325613142	0.304	0.24	1
PARP12	0.449616654	0.534782609	0.325613142	0.304	0.24	1
TUBA1C	0.450071518	0.536521739	0.348563221	0.348	0.28	1
OSBPL9-1	0.450149112	0.462391304	-0.254101281	0.304	0.38	1
TTC17	0.451071998	0.463043478	-0.362914768	0.304	0.36	1
IWS1	0.452251461	0.533695652	0.33752495	0.283	0.22	1
NFATC3	0.452345762	0.53673913	0.406048716	0.348	0.3	1
RALGAPB	0.453613753	0.532608696	0.350907162	0.261	0.2	1
EI24	0.453613753	0.532608696	0.350907162	0.261	0.2	1
NUDCD3	0.453613753	0.532608696	0.430634354	0.261	0.2	1
RAB21	0.453613753	0.532608696	0.350907162	0.261	0.2	1
STRAP	0.453613753	0.532608696	0.350907162	0.261	0.2	1
MAT2A	0.453613753	0.532608696	0.350907162	0.261	0.2	1
PHC2	0.45519284	0.466521739	-0.333737397	0.217	0.28	1
NOL11	0.45519284	0.466521739	-0.333737397	0.217	0.28	1
OSMR	0.455413877	0.462608696	-0.288345494	0.304	0.4	1
PRDM2	0.455539452	0.536086957	0.288691765	0.348	0.28	1
RNF217	0.455539452	0.536086957	0.288691765	0.348	0.28	1
DDX39B	0.455539452	0.536086957	0.288691765	0.348	0.28	1
MCTP1	0.456253565	0.457173913	-0.309187002	0.739	0.76	1
UCHL3	0.456608089	0.539130435	0.332702566	0.478	0.4	1
SUPT20H	0.456813461	0.534347826	0.314941665	0.304	0.24	1
FYN	0.457362734	0.459130435	-0.490494254	0.478	0.5	1
CACNA2D1	0.458213426	0.460869565	-0.329790213	0.37	0.44	1
WSB2	0.459447556	0.53326087	0.325613142	0.283	0.22	1
KCMF1	0.460056334	0.537826087	0.314381286	0.413	0.36	1
HECA	0.460741659	0.465217391	-0.411556931	0.261	0.32	1
EIF4G2	0.460839394	0.532173913	0.33752495	0.261	0.2	1
CFAP221	0.462383663	0.467826087	-0.411556931	0.196	0.26	1
PIP5K1A	0.463676508	0.536304348	0.268686074	0.37	0.3	1
GORASP2	0.464054775	0.467826087	-0.284096021	0.196	0.26	1
SHB	0.464054775	0.467826087	-0.284096021	0.196	0.26	1
NOP2	0.468356106	0.467391304	-0.308549065	0.217	0.28	1
YEATS2	0.469022514	0.463478261	-0.373114329	0.348	0.4	1
ATRX	0.470224115	0.539565217	0.25424869	0.543	0.5	1
PTPRA	0.470424056	0.463043478	-0.273187122	0.348	0.42	1
CD99	0.470736255	0.465869565	-0.386058432	0.261	0.32	1
RABGAP1	0.472738044	0.536304348	0.321928095	0.391	0.34	1
RPL19	0.475685657	0.467173913	-0.308549065	0.239	0.3	1
TAOK3	0.484096122	0.536521739	0.640824862	0.391	0.4	1
CEP63	0.485982459	0.467826087	-0.350156386	0.239	0.3	1
STIM2	0.488243799	0.466521739	-0.30633124	0.283	0.34	1
OGA	0.488724108	0.530434783	0.266514975	0.261	0.2	1
BOD1L1	0.490420419	0.531304348	0.257797757	0.283	0.22	1
RPLP1-1	0.490420419	0.468695652	-0.259736816	0.217	0.28	1
FMR1	0.491372167	0.53	0.257797757	0.261	0.2	1
CAND1	0.491975194	0.530869565	0.250062109	0.283	0.22	1
RNF111	0.494443086	0.467826087	-0.286026048	0.261	0.32	1
USPL1	0.495543648	0.531521739	0.418952549	0.304	0.24	1
INPP4B	0.495599799	0.53173913	0.503238103	0.304	0.24	1
RAC1	0.49737862	0.534130435	0.257797757	0.391	0.32	1
ABCC9	0.498176344	0.532826087	0.38332864	0.348	0.28	1
NSD1	0.500538668	0.466521739	-0.287363735	0.326	0.38	1
HSPA4	0.50616148	0.531304348	-0.966613832	0.326	0.24	1
EFNB2	0.507562657	0.470434783	-0.706869169	0.217	0.26	1
NHSL2	0.508509085	0.467608696	-0.353636955	0.283	0.36	1
BICD1	0.509426348	0.530652174	0.394216956	0.304	0.24	1
SUCO	0.511334468	0.467173913	-0.491140478	0.326	0.36	1
mikado.WCK01-AAH20201022-F8-rsc00083G1154	0.511946838	0.533043478	0.532554648	0.37	0.34	1
ZNF654	0.51377194	0.46826087	-0.270020836	0.283	0.34	1
mikado.WCK01-AAH20201022-F8-rsc00026G141	0.514461592	0.46826087	-0.304727354	0.283	0.34	1
STXBP3	0.516219946	0.46673913	-0.425849018	0.37	0.4	1
YWHAG	0.51854848	0.470217391	-0.286026048	0.239	0.3	1
SMAP1	0.519976153	0.464130435	-0.282553857	0.587	0.66	1
SNX14	0.522392385	0.534347826	0.261540159	0.5	0.46	1
HNRNPDL	0.524930957	0.467826087	-0.254101281	0.348	0.4	1
CDK13	0.528010073	0.534782609	0.31386382	0.565	0.54	1
WFDC2	0.528131567	0.468695652	-0.288345494	0.304	0.36	1
TOGARAM1	0.532537847	0.469782609	-0.341811519	0.283	0.34	1
SERGEF	0.535585112	0.467608696	-0.289096702	0.413	0.44	1
DOCK8	0.537890508	0.472608696	-0.501194143	0.217	0.26	1
NSMCE2	0.538465064	0.534130435	0.293130831	0.63	0.62	1
NPAS2	0.538594391	0.47	-0.362914768	0.304	0.34	1
FNDC3A	0.541947812	0.465	-0.353636955	0.717	0.64	1
MARCKS	0.545261152	0.472391304	-0.375663261	0.239	0.28	1
TIAM2	0.550033375	0.532608696	0.25424869	0.543	0.54	1
LCP2	0.55134612	0.527826087	0.314941665	0.304	0.26	1
AKAP9-1	0.55134612	0.527826087	0.314941665	0.304	0.26	1
RPRD2	0.554238271	0.469130435	-0.289096702	0.391	0.44	1
EIF3C;EIF3CL	0.555745195	0.527608696	0.305326128	0.304	0.26	1
METTL6	0.555812623	0.47	-0.304727354	0.37	0.4	1
TSHZ2	0.556610955	0.528695652	0.470791481	0.326	0.3	1
WRN	0.560748996	0.526521739	0.325613142	0.283	0.24	1
WDR20	0.560748996	0.526521739	0.397403825	0.283	0.24	1
TECTA;TBCEL-TECTA	0.562877287	0.474347826	-0.535371258	0.217	0.26	1
HGSNAT	0.573219034	0.532173913	0.319763511	0.674	0.62	1
CPE	0.573788796	0.47326087	-0.353636955	0.261	0.32	1
SHROOM3	0.577611245	0.474782609	-0.78079074	0.239	0.26	1
GNAS	0.579401205	0.53	0.445612918	0.5	0.48	1
PCNP-1	0.58015193	0.473043478	-0.30633124	0.304	0.34	1
LARS1	0.580343344	0.474782609	-0.308549065	0.239	0.28	1
CPNE8	0.588850215	0.526521739	0.373274975	0.348	0.3	1
ARHGAP17	0.589659822	0.52826087	0.294791965	0.457	0.42	1
CYYR1	0.59078202	0.472608696	-0.660260629	0.348	0.36	1
UIMC1	0.591303901	0.475434783	-0.286026048	0.239	0.28	1
CYFIP1	0.591303901	0.475434783	-0.286026048	0.239	0.28	1
EPN2	0.593426355	0.525	0.658963082	0.304	0.26	1
HNRNPK	0.596062276	0.475217391	-0.286026048	0.261	0.3	1
WTAP	0.596196681	0.476521739	-0.259736816	0.217	0.26	1
ACTB	0.59774044	0.524782609	0.288691765	0.304	0.26	1
HTT	0.599665001	0.523913043	0.250062109	0.283	0.24	1
GTF2H1	0.599665001	0.523913043	0.325613142	0.283	0.24	1
TPR	0.600787002	0.523913043	0.314941665	0.283	0.24	1
AEBP2	0.600787002	0.523913043	0.314941665	0.283	0.24	1
RPL11	0.605832539	0.525869565	0.274804183	0.37	0.34	1
EEF1G	0.606538079	0.522826087	0.257797757	0.261	0.22	1
SLK	0.606538079	0.522826087	0.257797757	0.261	0.22	1
TANK	0.608012246	0.528478261	0.671642454	0.522	0.5	1
HSP90AB1	0.610973925	0.522608696	0.250062109	0.261	0.22	1
GOLM2	0.610973925	0.522608696	0.250062109	0.261	0.22	1
MIB1	0.616508262	0.477173913	-0.375663261	0.239	0.28	1
MAP7D3	0.616508262	0.477173913	-0.308549065	0.239	0.28	1
RRBP1	0.622986597	0.525434783	0.252932002	0.413	0.38	1
STAU2	0.623118884	0.525869565	0.332702566	0.413	0.42	1
TOX2	0.623271208	0.476086957	-0.30633124	0.304	0.34	1
LAMC2	0.624836021	0.526956522	0.498805857	0.5	0.48	1
PTPN11	0.632036404	0.478043478	-0.265764199	0.239	0.28	1
RELL1	0.63245338	0.472608696	-0.34672701	0.696	0.72	1
CREBBP	0.640428376	0.523695652	0.268686074	0.391	0.36	1
NPTN	0.641923746	0.524782609	0.269671858	0.543	0.52	1
mikado.WCK01-AAH20201022-F8-rsc00999G2	0.64421474	0.476956522	-0.304727354	0.326	0.36	1
TNRC6B	0.646020697	0.477173913	-0.353636955	0.326	0.34	1
PNISR	0.653933033	0.477391304	-0.304727354	0.348	0.38	1
FARP1	0.663338116	0.522826087	0.38332864	0.435	0.42	1
GALNT10	0.664322271	0.520217391	0.418952549	0.283	0.26	1
TGFBR1	0.671247653	0.519782609	0.296617006	0.283	0.26	1
RASGRP3	0.674289106	0.478478261	-0.515742452	0.348	0.38	1
HSPA1A;HSPA1B	0.680562651	0.481521739	-0.536297944	0.217	0.26	1
PIGL	0.685691857	0.519565217	0.296617006	0.326	0.3	1
MIPOL1	0.689226936	0.479130435	-0.355804791	0.391	0.4	1
UBTD2	0.693900362	0.48	-0.254101281	0.37	0.38	1
PSD3	0.697210283	0.47826087	0.299168192	0.522	0.6	1
COL4A1	0.697826943	0.478043478	-0.434833037	0.587	0.6	1
ANO6	0.707641373	0.520869565	0.637901467	0.674	0.8	1
LRIG2	0.716126892	0.480434783	-0.301798023	0.457	0.5	1
SRSF5	0.718612361	0.518478261	0.263034406	0.391	0.38	1
XRN2	0.727152842	0.517173913	0.281449026	0.326	0.32	1
TUSC3	0.727152842	0.517173913	0.281449026	0.326	0.32	1
TTC37	0.729625929	0.516956522	0.288691765	0.326	0.32	1
PBX3	0.740240637	0.516956522	0.307379786	0.391	0.36	1
TSPAN9	0.743511076	0.516521739	0.274804183	0.37	0.36	1
AKAP12	0.746037101	0.518913043	0.37573549	0.652	0.66	1
Arf4;LOC101957182	0.766576632	0.486086957	-0.400942669	0.261	0.28	1
ITCH	0.767769809	0.515217391	0.257797757	0.391	0.38	1
PRKCH	0.776226646	0.484782609	-0.324117868	0.413	0.44	1
RNF13	0.786522495	0.487173913	-0.327164743	0.283	0.28	1
UMAD1	0.787638732	0.513913043	0.300866479	0.37	0.38	1
TMEM243	0.788188446	0.513695652	0.252932002	0.348	0.36	1
SMOX	0.794536702	0.512391304	0.33893452	0.283	0.28	1
TMEM41B	0.796681531	0.486304348	-0.363690619	0.435	0.4	1
GALNT7	0.79809973	0.512391304	0.288691765	0.304	0.3	1
SPRED2	0.817494847	0.512608696	0.309328058	0.478	0.44	1
ERO1B	0.82694175	0.511521739	0.294791965	0.413	0.42	1
XPR1	0.831663716	0.489565217	-0.322488256	0.304	0.32	1
NEDD4	0.835653198	0.510217391	0.33893452	0.304	0.32	1
DNAJA1	0.840775475	0.509347826	-0.61667136	0.283	0.24	1
IMMP2L	0.863284871	0.509782609	0.378413149	0.522	0.58	1
LYPD6B	0.863658942	0.491086957	-0.336563441	0.37	0.36	1
KCNMB2	0.866816778	0.490869565	0.321928095	0.391	0.46	1
SLC12A2	0.872427493	0.491956522	-0.25121589	0.326	0.32	1
DARS1	0.881853293	0.506956522	0.433081675	0.261	0.26	1
ELOVL5	0.892232887	0.50673913	0.281449026	0.304	0.32	1
CDK11A;CDK11B	0.903891612	0.493695652	-0.507046869	0.37	0.36	1
ZEB2	0.905517118	0.493913043	0.678784523	0.304	0.36	1
GLIS3	0.907146434	0.50673913	0.297937148	0.522	0.6	1
UBB;UBC	0.91195206	0.506521739	0.321238635	0.609	0.66	1
HEATR6	0.913351675	0.505652174	0.546827372	0.37	0.36	1
MEF2C	0.915968783	0.506304348	-0.251509768	0.848	0.7	1
CHORDC1-1	0.937604443	0.496086957	-0.756849018	0.304	0.28	1
DNAJB1	0.951402334	0.496956522	0.31347753	0.261	0.28	1
RANBP17	0.993454416	0.499347826	0.483730537	0.413	0.46	1
PLPP1	1	0.499782609	-0.381841836	0.457	0.4	1
ESM1	1	0.5	-0.417362552	0.261	0.24	1
